n,m,PUB:P,PUB:EV,PUB:MS,RET:P,RET:EV,RET:MS,Total
3,3,7.852,4.952,4.79,11.575,4.931,4.807,38.927334593608975
3,3,7.86,4.964,4.832,11.745,4.976,4.812,39.2136216784517
3,3,8.179,4.959,5.008,11.992,4.967,5.268,40.368120884522796
3,3,8.037,4.954,4.787,11.906,4.99,4.796,39.48350351614256
3,3,8.891,4.988,4.856,12.412,5.006,5.449,41.59973080580433
3,3,8.627,4.99,5.325,12.13,5.031,4.793,40.90414987877011
3,3,8.3,5.035,4.817,12.342,5.034,5.004,40.55533666784565
3,3,7.967,4.959,4.839,11.602,4.933,4.794,39.08527301003536
3,3,7.973,4.939,4.815,11.802,4.936,4.817,39.28912182648976
3,3,7.924,4.98,4.823,11.714,5.006,4.769,39.22314359806478
3,3,7.986,4.976,5.22,12.628,4.991,4.824,40.631086099892855
3,3,8.074,4.976,4.813,11.988,4.996,5.164,40.015813972180084
3,3,9.363,5.007,5.277,15.796,5.02,6.469,46.946443074072405
3,3,14.038,8.718,8.317,20.675,8.668,8.216,68.64368255871038
3,3,14.31,8.7,6.74,12.836,5.106,5.971,53.682690020650625
3,3,7.759,4.909,4.801,11.668,4.904,4.815,38.84543719080587
3,3,7.829,4.96,4.818,11.685,4.923,4.773,38.99259422905743
3,3,7.88,4.938,4.818,11.688,4.955,4.779,39.06586789526045
3,3,7.981,4.991,4.89,14.996,4.974,8.144,45.9857586150368
3,3,13.872,8.704,8.686,17.152,5.028,5.424,58.870608375097305
3,3,10.484,5.118,4.961,13.369,5.018,4.771,43.724555599813655
3,3,8.237,5.862,5.162,12.186,5.001,4.776,41.22724221087992
3,3,9.075,5.043,5.198,12.364,5.048,5.582,42.32769971713424
3,3,7.768,4.921,4.804,11.501,4.903,4.768,38.671862722064056
3,3,7.799,4.928,4.81,11.642,4.948,4.769,38.90339401550591
3,3,7.863,4.959,4.788,11.721,4.958,4.777,39.07770950657626
3,3,8.053,4.952,5.056,12.769,4.989,5.076,40.90075256923834
3,3,8.093,5.006,9.317,12.325,5.383,5.142,45.27360053422551
3,3,9.097,5.019,6.129,13.259,5.011,5.266,43.78621714810531
3,3,8.95,5.071,4.828,12.29,5.175,4.764,41.08511167578399
3,3,8.286,5.032,4.837,13.238,5.144,4.991,41.53763743427893
3,3,7.873,4.933,4.854,11.739,4.947,4.818,39.17619252266984
3,3,8.077,4.961,4.844,11.78,4.984,4.841,39.49655002603929
3,3,8.05,4.994,4.824,11.856,4.983,4.789,39.50594373357792
3,3,8.129,4.995,5.05,13.229,5.268,5.034,41.721537709236145
3,3,8.639,5.215,5.035,12.64,5.199,5.273,42.00917878188193
3,3,8.994,5.542,6.717,13.449,5.047,5.413,45.166155556216836
3,3,8.629,5.039,5.208,12.231,5.099,4.816,41.02889463926355
3,3,8.356,5.096,5.137,13.175,5.249,5.239,42.26089819955329
3,3,7.747,4.897,4.801,11.613,4.918,4.811,38.792877458035946
3,3,7.789,4.946,4.885,12.263,5.621,4.762,40.27288927075763
3,3,7.902,4.952,4.988,11.662,4.984,4.79,39.285182409609355
3,3,8.114,4.984,5.074,12.64,4.98,4.772,40.57061990412573
3,3,8.04,5.001,4.832,11.88,4.992,5.614,40.37041519768536
3,3,8.189,4.986,5.103,12.609,5.027,5.199,41.12284001894295
3,3,8.555,4.983,4.83,12.134,5.04,4.811,40.36205479254325
3,3,8.475,5.017,4.859,13.11,5.037,7.799,44.32020972793301
3,3,7.706,5.007,4.882,11.849,5.208,4.827,39.47570011951029
3,3,7.783,4.977,4.895,11.808,4.991,4.763,39.22254142041008
3,3,8.435,5.014,4.887,11.815,5.046,4.935,40.13669801255067
3,3,8.719,4.979,6.199,20.497,8.704,8.286,57.37641647768517
3,3,15.491,8.718,8.32,18.807,8.742,8.657,68.74505081214011
3,3,8.732,5.045,4.909,12.015,5.006,4.977,40.688062785193324
3,3,8.251,5.011,5.159,12.672,5.043,4.831,40.974066515142724
3,3,8.9,5.021,5.02,12.893,5.06,4.922,41.82344737152259
3,3,7.692,4.916,4.8,11.673,4.913,4.759,38.76098284187417
3,3,7.811,4.941,4.862,13.975,6.034,5.724,43.339943047612906
3,3,8.905,5.361,4.886,11.712,4.947,4.995,40.81561711306373
3,3,8.626,4.932,5.578,11.819,4.961,4.817,40.7391581684351
3,3,8.005,5.018,6.076,12.111,4.978,4.964,41.16076440550387
3,3,8.486,5.332,5.28,12.515,4.994,5.24,41.8431736373653
3,3,8.245,5.107,4.834,12.042,5.003,4.796,40.03285593353212
3,3,8.427,5.081,5.116,16.263,5.115,5.651,45.66170981464287
3,3,7.753,5.344,4.818,11.528,4.94,4.82,39.21423479914665
3,3,7.795,5.066,4.831,11.68,4.965,4.77,39.11753728364904
3,3,7.907,4.959,4.9,11.704,4.974,5.109,39.562155647824206
3,3,8.435,4.944,5.387,11.906,5.027,4.753,40.464530543734625
3,3,8.063,5.034,4.833,12.264,5.048,5.423,40.65020250466963
3,3,9.026,5.704,5.176,12.327,5.01,5.081,42.3303785889099
3,3,8.506,5.036,5.0,12.147,5.015,4.77,40.48530004608135
3,3,8.323,5.007,5.269,13.031,5.077,5.185,41.90266116832693
3,3,7.773,4.888,4.787,11.509,4.909,4.892,38.76822480621438
3,3,7.744,4.969,4.772,11.697,4.946,4.761,38.898850325495005
3,3,7.881,4.936,4.794,11.75,4.955,4.977,39.30176926466326
3,3,9.351,4.992,5.269,12.159,4.996,4.735,41.494738310575485
3,3,8.165,5.037,8.38,16.468,5.108,7.009,50.17265134180586
3,3,8.632,5.108,5.045,13.315,5.007,4.78,41.88500329231223
3,3,8.297,5.262,5.466,12.031,4.992,4.723,40.77244340442121
3,3,8.614,5.014,5.705,18.951,8.651,8.726,55.67516844409207
3,3,8.143,5.149,4.93,11.552,5.24,4.774,39.79899284119408
3,3,7.769,4.986,4.812,11.555,4.944,4.794,38.86931327482065
3,3,9.414,4.959,4.852,12.029,4.962,5.201,41.43402089054386
3,3,8.347,4.973,5.092,11.791,4.981,4.886,40.07669359756013
3,3,8.2,5.003,4.885,15.959,8.592,6.907,49.56464865244925
3,3,9.895,5.669,7.66,21.001,8.73,8.272,61.24957146433493
3,3,13.648,8.774,7.857,12.222,5.074,4.808,52.39222330662112
3,3,9.08,5.054,5.112,12.441,5.236,4.749,41.668860164160535
3,3,7.685,4.973,4.845,11.559,4.93,4.792,38.79798436537385
3,3,7.813,4.971,4.799,11.608,4.974,4.811,38.9888898935169
3,3,7.884,4.91,4.905,11.793,4.938,4.796,39.23979696507256
3,3,7.981,4.945,4.778,11.9,4.994,4.882,39.48347666300833
3,3,8.525,5.029,5.088,12.409,5.016,5.383,41.44265362992883
3,3,8.85,4.997,4.812,12.039,5.004,4.799,40.51169194281101
3,3,8.235,5.033,4.803,12.1,5.015,4.852,40.05352004120747
3,3,8.31,5.052,4.825,12.428,5.014,5.116,40.75693983274202
3,3,7.698,4.914,4.785,11.517,4.938,4.804,38.66285403879981
3,3,7.803,4.95,5.159,12.247,5.001,4.846,40.01270933076739
3,3,7.85,4.908,4.806,11.927,4.93,5.048,39.47937473033865
3,3,8.708,4.975,5.148,12.218,4.986,5.129,41.17134617020687
3,3,8.814,5.014,4.817,11.884,5.0,4.768,40.301179978996515
3,3,8.202,5.004,4.8,12.075,5.001,5.078,40.16322339884937
3,3,8.259,5.008,4.831,13.828,5.068,4.933,41.93233170857032
3,3,8.605,5.203,4.846,12.277,5.061,4.792,40.78934869418542
3,3,7.713,4.915,4.827,11.481,4.918,4.803,38.66484908697506
3,3,7.978,4.975,5.17,11.877,4.938,4.787,39.733389392495155
3,3,8.027,4.99,4.813,11.758,4.93,5.654,40.16148950904608
3,3,8.26,5.031,5.711,12.763,5.082,5.204,42.04544696646432
3,3,9.092,5.03,5.846,15.202,6.294,5.843,47.316985903307796
3,3,10.034,6.029,5.562,12.542,5.129,5.175,44.526339663813516
3,3,8.81,5.149,5.063,13.332,5.128,4.898,42.38149205533166
3,3,8.505,5.129,4.894,12.507,5.201,4.915,41.16099032883843
3,3,7.673,4.908,4.796,14.451,4.927,4.952,41.71619409074386
3,3,11.305,8.582,5.09,11.61,4.912,4.783,46.29524750635028
3,3,7.849,4.935,4.806,13.453,4.956,5.011,41.021095821633935
3,3,8.288,4.913,5.013,11.806,4.929,5.445,40.39625295748313
3,3,11.435,5.31,4.854,12.058,4.995,4.832,43.49417821504176
3,3,8.183,4.988,5.355,13.545,5.01,5.389,42.480284270520016
3,3,9.306,5.025,4.964,12.246,4.975,4.771,41.279938227186605
3,3,8.266,5.014,4.806,12.119,5.023,4.897,40.11813535665472
3,3,9.725,5.685,5.609,11.833,4.933,5.072,42.882966032872595
3,3,8.89,4.982,5.096,12.397,4.965,5.06,41.39649767118196
3,3,7.91,4.973,4.85,11.86,4.995,4.767,39.361693973963455
3,3,8.014,4.954,5.017,11.906,4.999,4.946,39.85157065714399
3,3,8.241,4.983,4.985,13.117,5.424,5.246,42.00411976004641
3,3,8.188,5.005,4.846,13.121,5.019,4.823,41.014252696186304
3,3,8.348,5.107,4.876,13.537,5.017,4.784,41.678053714955844
3,3,8.873,5.033,5.642,12.757,5.058,4.796,42.16454845542709
3,3,9.524,5.088,5.042,13.134,5.124,5.086,42.99630674843987
3,3,8.847,5.08,5.397,12.483,5.082,4.765,41.65233143915733
3,3,8.614,5.067,4.859,12.561,5.092,4.761,40.959689843778804
3,3,8.83,5.089,4.885,12.633,5.085,4.801,41.32707603275776
3,3,9.636,5.174,5.063,13.084,5.13,4.82,42.91270851778488
3,3,9.103,5.185,4.883,13.161,5.19,5.475,43.00806322135031
3,3,9.116,5.16,5.442,13.087,5.168,4.789,42.77024503486852
3,3,9.117,5.15,4.925,13.435,5.17,4.775,42.578044735516116
3,3,9.025,5.066,4.82,12.957,5.031,5.001,41.9221525080502
3,3,8.936,5.06,5.171,12.405,5.044,4.807,41.4323693451782
3,3,8.58,5.121,5.063,12.547,5.12,4.792,41.23077603677909
3,3,8.83,5.108,4.897,12.779,5.087,4.781,41.49542438487212
3,3,9.371,5.13,4.872,12.804,5.096,4.815,42.095710057765245
3,3,8.879,5.157,4.836,12.821,5.213,5.459,42.37602247546117
3,3,9.464,5.148,5.046,13.157,5.188,4.78,42.780564787487194
3,3,9.094,5.131,4.841,13.177,5.178,4.785,42.20766147288183
3,3,10.014,5.043,5.443,13.094,5.04,4.94,43.5717924653242
3,3,8.742,5.071,5.118,12.57,5.076,4.769,41.348811859885856
3,3,8.745,5.088,5.427,13.719,5.092,4.803,42.88067932551106
3,3,8.614,5.103,4.936,12.658,5.09,4.946,41.355247143656015
3,3,9.018,5.082,4.85,12.735,5.12,4.732,41.54259067339202
3,3,8.815,5.104,4.781,13.21,5.117,4.799,41.833155089989305
3,3,9.002,5.159,5.361,12.994,5.146,4.781,42.44024492800236
3,3,9.111,5.181,5.212,13.172,5.22,4.81,42.70546107242505
3,3,9.472,5.166,4.957,13.884,5.081,5.099,43.66737029825648
3,3,9.457,5.155,5.08,12.478,5.067,4.771,42.01088954384128
3,3,8.637,5.066,4.764,12.504,5.085,4.787,40.85133729192118
3,3,8.671,5.082,4.982,12.768,5.101,4.809,41.420649038627744
3,3,8.851,5.106,4.848,12.711,5.124,4.739,41.368365598221615
3,3,8.901,5.146,4.812,13.464,5.128,4.775,42.21869159179429
3,3,8.861,5.148,5.097,12.933,5.137,4.739,41.924179454023644
3,3,8.972,5.138,4.893,13.135,5.166,4.767,42.07560008702178
3,3,9.937,5.118,5.369,13.397,5.248,5.453,44.524328162272774
3,3,9.838,5.177,5.217,12.899,5.275,4.895,43.29707201880713
3,3,9.124,5.173,4.904,12.568,5.257,4.867,41.90309330200156
3,3,8.871,5.125,5.059,12.973,5.119,5.394,42.54124530901511
3,3,8.872,5.167,4.914,12.865,5.214,4.817,41.85754510884483
3,3,8.891,5.179,5.11,12.857,5.183,4.839,42.07036388106644
3,3,9.231,5.173,4.841,13.097,5.277,4.861,42.49029614341755
3,3,9.294,5.199,5.217,13.142,5.242,4.803,42.90869909649094
3,3,8.6,5.058,5.006,12.851,5.109,5.476,42.10895431848864
3,3,8.625,5.074,4.837,12.543,5.091,4.794,40.970720117911696
3,3,8.637,5.034,4.874,12.458,5.081,4.778,40.869508404284716
3,3,8.653,5.151,4.937,12.604,5.091,6.526,42.97159953663747
3,3,8.855,5.144,4.818,12.706,5.145,4.799,41.471789668624595
3,3,8.878,5.104,4.822,12.865,5.21,4.818,41.70216045652826
3,3,8.951,5.156,4.83,12.904,5.167,4.754,41.767827390382685
3,3,9.163,5.146,4.816,13.26,5.091,4.807,42.29114080468813
3,3,8.505,5.051,5.734,13.538,5.051,5.129,42.98487297880153
3,3,9.426,5.066,5.257,12.415,5.102,4.79,42.05423717697461
3,3,8.917,5.072,5.093,14.684,5.943,5.837,45.593374874442816
3,3,8.967,5.081,4.85,18.457,5.148,8.391,50.898552484189466
3,3,15.258,8.978,8.264,21.612,8.951,8.307,71.36243868929644
3,3,14.973,8.952,8.303,22.21,8.939,8.831,72.21410765002172
3,3,15.208,9.034,8.218,22.199,9.027,8.349,72.0215670298785
3,3,15.269,8.89,8.185,22.434,9.013,8.359,72.15372519567609
3,3,9.808,5.114,5.312,12.55,5.066,4.954,42.81113622710109
3,3,8.986,5.204,4.878,12.493,5.123,4.806,41.499048471450806
3,3,8.616,5.51,4.88,12.573,5.162,4.826,41.580950298036136
3,3,8.673,5.145,4.944,12.887,5.189,4.823,41.682942848031715
3,3,9.509,5.171,5.443,15.877,6.368,5.663,47.989255748689175
3,3,9.772,5.565,5.086,12.919,5.492,4.795,43.63383088881771
3,3,9.444,5.161,4.846,13.463,5.343,7.018,45.285403418044254
3,3,9.299,5.209,4.838,13.245,5.199,4.811,42.60635003447533
3,3,8.755,5.083,5.252,12.658,5.017,4.983,41.756019151459135
3,3,10.01,5.077,4.801,12.486,5.062,4.765,42.20959350156287
3,3,8.935,5.08,4.929,12.551,5.114,4.948,41.55800522615512
3,3,9.206,5.425,5.101,12.644,5.139,4.985,42.50662657432258
3,3,8.776,5.13,4.85,13.78,5.335,5.009,42.88722178898752
3,3,9.523,5.145,5.045,15.071,5.216,4.792,44.794399601717785
3,3,9.219,5.216,4.883,13.519,5.215,4.901,42.95726601655284
3,3,9.266,5.219,4.919,13.321,5.242,4.821,42.79165047531327
3,3,9.819,5.445,5.157,14.866,5.044,5.663,45.99787690676749
3,3,9.249,5.074,4.84,12.461,5.07,4.789,41.486982023343444
3,3,8.606,5.079,4.821,12.538,5.086,4.843,40.98162241280079
3,3,8.584,5.082,4.825,13.001,5.12,5.126,41.754204857473574
3,3,9.089,5.112,4.793,13.02,5.115,4.771,41.906388088439904
3,3,8.933,5.135,4.831,12.845,5.157,4.804,41.69305243218938
3,3,8.924,5.167,4.842,12.954,5.155,4.83,41.87898997527857
3,3,9.741,5.14,5.179,13.973,5.165,4.753,43.94727076093356
3,3,9.752,5.206,4.901,12.99,5.111,5.105,43.06963924318552
3,3,8.939,5.161,4.86,12.691,5.113,4.842,41.61655778686205
3,3,9.77,5.16,4.847,12.519,5.069,4.757,42.114876288299754
3,3,8.73,5.09,4.888,12.722,5.093,4.782,41.30561836063862
3,3,9.394,5.117,4.857,12.71,5.15,4.774,42.006159356484815
3,3,8.912,5.126,4.813,12.809,5.125,4.782,41.56776928963761
3,3,8.958,5.132,4.791,12.9,5.139,4.777,41.69895499944687
3,3,9.522,5.144,5.05,13.057,5.156,4.759,42.687253250430025
3,3,8.795,5.045,5.288,16.133,5.058,5.501,45.828539567689106
3,3,14.753,9.159,8.392,21.412,8.744,8.248,70.72376793560883
3,3,14.685,8.907,8.24,15.183,5.114,4.996,57.12341439599791
3,3,8.731,5.092,4.813,12.734,5.104,4.785,41.26424854621291
3,3,8.775,5.125,4.934,12.859,5.137,5.066,41.909742867574096
3,3,8.948,5.114,4.822,12.842,5.13,5.121,41.98443695592384
3,3,9.961,5.208,4.802,12.958,5.173,4.79,42.90632818204661
3,3,9.022,5.181,4.873,13.178,5.174,4.881,42.31403744779527
3,3,8.7,5.113,4.996,13.442,5.119,5.204,42.582136035586394
3,3,8.486,5.092,4.77,12.45,5.077,4.809,40.68820162986715
3,3,8.65,5.062,4.796,12.504,5.084,4.731,40.832735908528164
3,3,8.69,5.138,5.083,12.898,5.085,5.013,41.904732352122664
3,3,8.703,5.1,4.795,12.831,5.116,4.768,41.318284813314676
3,3,8.862,5.152,5.049,13.083,5.144,5.095,42.39579973121484
3,3,8.977,5.136,4.797,12.95,5.176,5.411,42.45409431556861
3,3,9.719,5.178,4.79,13.08,5.186,4.813,42.76752068350712
3,3,8.935,5.046,5.296,13.544,5.065,5.004,42.897140607237816
3,3,10.063,6.067,5.778,13.162,5.439,4.762,45.327057441075645
3,3,8.929,5.067,4.829,12.555,5.084,4.834,41.30798818853994
3,3,8.911,5.061,4.995,12.669,5.101,4.757,41.499157746632896
3,3,8.815,5.123,4.777,12.728,5.108,4.769,41.31375377376874
3,3,11.806,5.105,4.825,13.15,5.103,4.806,44.79995494087537
3,3,8.966,5.112,4.83,13.002,5.159,4.786,41.86270711943507
3,3,9.195,5.141,4.925,12.937,5.169,4.748,42.12415389095744
3,3,9.078,5.075,5.037,13.702,5.06,4.939,42.895883321762085
3,3,8.465,5.063,4.804,12.704,5.065,4.826,40.93469648311536
3,3,8.603,5.106,4.848,12.584,5.12,4.82,41.09085219291349
3,3,8.669,5.1,4.972,13.901,5.096,4.796,42.54427684160571
3,3,8.714,5.091,4.834,12.896,5.161,4.795,41.500136333828166
3,3,9.889,5.153,4.829,12.878,5.153,4.863,42.77507859903077
3,3,8.928,5.133,4.81,13.214,5.235,5.406,42.73585331005354
3,3,9.142,5.152,4.81,13.077,5.155,4.808,42.1512497899433
3,3,8.564,5.022,5.026,13.23,5.058,4.793,41.70489373306434
3,3,8.549,5.062,4.812,12.975,5.068,4.961,41.436935852592185
3,3,8.685,5.081,4.815,13.313,5.078,5.067,42.04499783615272
3,3,8.645,5.094,5.198,12.641,5.116,4.803,41.50722812240322
3,3,8.714,5.077,4.812,12.711,5.105,4.785,41.21191062343617
3,3,8.807,5.111,4.814,12.858,5.153,4.904,41.65478733678658
3,3,8.915,5.138,4.84,13.06,5.129,4.943,42.033684362346925
3,3,9.112,5.15,4.829,13.027,5.171,4.773,42.07075270824134
3,3,8.991,5.092,5.436,12.575,5.105,4.88,42.08591914114852
3,3,8.546,5.098,4.994,12.53,5.077,4.806,41.05687459620337
3,3,8.658,5.136,4.862,12.977,5.076,4.821,41.53574840165675
3,3,11.642,5.079,8.43,22.79,9.642,8.272,65.88282304195066
3,3,14.76,8.875,8.313,21.611,8.916,8.243,70.721081768473
3,3,15.211,8.972,8.363,21.912,8.964,8.337,71.76059779400626
3,3,15.206,8.88,8.34,22.131,8.98,8.29,71.83081780870756
3,3,15.272,8.933,8.295,19.748,6.577,6.846,65.68703164036074
3,3,13.156,8.844,5.22,12.465,5.051,4.834,49.5764574346443
3,3,8.412,5.023,4.85,12.57,5.045,4.792,40.68842010262112
3,3,8.591,5.053,4.797,13.067,5.146,4.96,41.632153249035284
3,3,9.011,5.129,5.006,12.608,5.107,4.764,41.633680152396366
3,3,8.69,5.087,4.831,12.638,5.217,5.167,41.63771409851809
3,3,8.996,5.141,5.226,12.783,5.114,4.739,42.00606824209293
3,3,9.087,5.127,4.834,13.003,5.142,4.761,41.95824172347784
3,3,9.389,5.127,4.846,12.985,5.167,4.776,42.294604548563555
3,3,9.004,5.053,4.876,12.617,5.083,4.759,41.39499374044438
3,3,8.531,5.057,4.828,12.494,5.086,4.788,40.80057648631434
3,3,8.955,5.092,4.853,12.539,5.112,4.837,41.39430937357247
3,3,9.236,5.095,4.846,12.722,5.104,4.837,41.848290323590234
3,3,8.717,5.077,4.916,12.64,5.104,4.93,41.406385522956654
3,3,8.905,5.166,4.803,13.738,5.143,4.773,42.53536307563384
3,3,8.975,5.139,4.835,13.111,5.161,4.802,42.02776045228045
3,3,8.993,5.137,4.817,12.953,5.184,4.797,41.88846711379786
3,3,9.771,5.061,4.943,12.329,5.086,4.779,41.976372633750245
3,3,8.462,5.052,4.886,12.423,5.097,4.784,40.71152722463012
3,3,9.085,5.062,4.872,12.576,5.093,4.816,41.54417888882259
3,3,9.722,5.12,5.131,12.724,5.121,4.782,42.597012904783085
3,3,8.795,5.093,4.809,12.692,5.143,5.421,41.947449557483196
3,3,9.281,5.144,4.865,13.754,5.175,4.785,43.00456874382992
3,3,9.346,5.14,4.883,13.679,5.167,4.831,43.0500222525249
3,3,9.005,5.186,4.867,13.088,5.185,4.819,42.16154160288473
3,3,12.047,5.341,8.178,21.245,8.837,8.31,63.95303551107645
3,3,14.347,8.836,8.265,18.08,8.82,7.194,65.53035229444504
3,3,8.579,5.253,4.983,12.634,5.153,4.858,41.47683728175859
3,3,8.652,5.141,4.955,12.728,5.138,4.819,41.44161830966671
3,3,8.79,5.143,4.856,12.876,5.125,4.815,41.61419502149026
3,3,8.924,5.159,4.987,13.049,5.17,4.79,42.08289024730524
3,3,9.013,5.157,4.9,12.964,5.159,4.816,42.01592753330866
3,3,11.084,8.539,4.919,13.079,5.225,4.821,47.67640152325232
3,3,8.939,5.044,4.859,12.315,5.058,4.788,41.00715143916507
3,3,8.956,5.047,4.838,13.698,5.145,4.826,42.50995201679567
3,3,8.732,5.122,4.96,12.79,5.139,4.854,41.61168603847424
3,3,11.059,5.072,4.824,12.68,5.078,4.796,43.51020200798909
3,3,8.862,5.108,4.861,15.826,5.091,4.746,44.49964532007773
3,3,8.949,5.13,4.957,12.794,5.129,4.775,41.73782064268986
3,3,9.011,5.155,4.965,13.404,5.149,4.775,42.467120491589114
3,3,9.075,5.128,4.873,13.025,5.19,4.834,42.1322596569856
3,3,8.518,5.044,4.828,12.335,5.056,4.824,40.59964100209375
3,3,8.539,5.086,4.819,12.499,5.085,4.741,40.75827907460432
3,3,8.62,5.094,4.817,13.04,5.096,5.392,42.07516981599232
3,3,9.56,5.124,4.793,12.597,5.076,4.788,41.94828184942404
3,3,8.821,5.123,5.029,12.877,5.133,4.78,41.76392615772784
3,3,8.887,5.119,4.833,12.909,5.114,4.774,41.642918096234396
3,3,9.586,5.127,4.904,12.951,5.157,4.777,42.50095474223296
3,3,9.05,5.23,4.781,13.055,5.146,4.765,42.032010542849704
3,3,8.545,5.08,4.822,12.308,5.043,4.731,40.5215648158143
3,3,8.945,5.023,4.768,12.547,5.025,4.736,41.03785675639907
3,3,8.79,5.079,5.58,13.562,5.634,5.284,43.98304161926111
3,3,9.161,5.097,4.782,12.604,5.112,4.768,41.53025002839665
3,3,9.389,5.138,5.725,14.458,6.358,5.738,46.87816556543112
3,3,10.641,6.097,5.848,14.205,5.681,5.15,47.63572632024686
3,3,9.777,5.156,4.847,12.872,5.178,4.749,42.58403313967089
3,3,9.024,5.152,4.754,13.047,5.148,4.808,41.93960456177592
3,3,8.472,5.038,4.836,12.429,5.062,5.06,40.89929621356229
3,3,8.54,5.118,4.856,12.505,5.083,5.103,41.19631818806131
3,3,8.632,5.082,4.831,12.517,5.114,5.176,41.349377017468214
3,3,8.719,5.088,4.802,12.628,5.137,4.741,41.12182363557319
3,3,8.793,5.121,5.246,12.688,5.131,5.947,42.93256136588752
3,3,8.952,5.136,4.849,12.843,5.152,4.855,41.79274081252515
3,3,9.426,5.138,4.9,12.965,5.109,4.785,42.32336014198761
3,3,9.21,5.196,4.839,13.062,5.196,4.81,42.31664825541277
3,3,8.691,5.094,4.821,13.16,5.085,4.807,41.66003533949454
3,3,8.71,5.094,4.907,12.658,5.118,5.067,41.56129481270909
3,3,8.752,5.137,4.912,13.475,5.091,4.792,42.170520018165305
3,3,8.678,5.076,4.769,12.595,5.091,4.783,40.995111378530666
3,3,8.703,5.096,4.785,13.653,5.141,4.907,42.29203068340818
3,3,8.897,5.133,4.896,12.96,5.156,5.016,42.068753934775785
3,3,8.948,5.134,4.831,12.921,5.142,4.762,41.74525601168473
3,3,9.035,5.131,4.878,12.939,5.173,4.774,41.92089079879224
3,3,8.341,5.045,4.781,12.515,5.06,4.997,40.75019247829914
3,3,8.565,5.081,4.816,12.48,5.101,4.789,40.84167652763426
3,3,8.627,5.077,4.996,14.112,5.1,4.811,42.72648893917601
3,3,8.607,5.091,4.854,12.571,5.096,4.777,41.00191267207265
3,3,8.709,5.143,4.827,12.784,5.149,4.768,41.386601670334734
3,3,8.786,5.092,4.801,12.847,5.138,4.947,41.61511827260256
3,3,9.087,5.146,4.814,13.012,5.172,4.794,42.02921564380328
3,3,8.974,5.175,4.812,14.197,5.17,4.782,43.116713485990964
3,3,8.427,5.055,5.016,14.081,5.081,4.794,42.464961841081575
3,3,8.747,5.118,4.899,13.52,5.757,4.817,42.87061972233156
3,3,8.64,5.096,5.445,12.993,5.149,4.8,42.135023046284914
3,3,8.636,5.118,4.819,12.707,5.145,6.145,42.580599042897425
3,3,8.918,5.136,5.265,12.957,5.139,4.812,42.229092214256525
3,3,9.164,5.179,7.531,12.941,5.131,4.775,44.71816890873015
3,3,9.322,5.14,4.954,13.021,5.166,4.759,42.35670645721257
3,3,8.994,5.161,4.82,13.173,5.19,4.807,42.15220781043172
3,3,8.806,5.073,4.836,12.322,5.048,4.772,40.856853049869336
3,3,8.602,5.087,4.809,13.065,5.08,6.019,42.66148417567213
3,3,8.81,5.138,4.84,12.572,5.095,4.771,41.21575690805912
3,3,9.723,5.154,6.117,14.781,5.114,5.069,45.96465771707396
3,3,9.379,5.155,4.882,12.822,5.154,4.864,42.2637687685589
3,3,9.984,5.15,4.852,13.04,5.136,4.812,42.97751824681957
3,3,9.046,5.203,4.812,13.143,5.204,4.839,42.25291917100549
3,3,9.285,5.18,4.879,14.564,5.185,5.424,44.52274623326957
3,3,8.699,5.117,4.877,12.693,5.125,5.108,41.62184211115042
3,3,8.796,5.143,4.883,12.597,5.11,5.009,41.54277973187467
3,3,8.984,5.196,4.869,12.88,5.223,4.979,42.13434178382158
3,3,8.967,5.243,4.874,13.917,5.183,4.859,43.046959598238274
3,3,9.011,5.197,4.922,13.07,5.255,4.958,42.41831631710132
3,3,9.052,5.241,5.026,13.269,5.261,4.965,42.81806627598901
3,3,9.2,5.23,4.954,13.252,5.306,4.893,42.83908739065131
3,3,9.404,5.253,4.907,13.512,5.241,4.865,43.18891170745094
3,3,8.375,5.045,5.003,12.389,5.045,4.801,40.66593588019411
3,3,8.787,5.084,5.302,13.613,5.07,4.793,42.66213035831849
3,3,8.676,5.08,4.824,12.447,5.128,4.926,41.07922400968771
3,3,8.709,5.109,4.863,12.658,5.144,4.801,41.291538160294294
3,3,8.801,5.1,4.803,12.881,5.699,5.814,43.110675954570375
3,3,8.903,5.285,4.83,12.905,5.18,4.76,41.87333288912971
3,3,8.904,5.186,4.875,12.974,5.173,4.762,41.87941535686453
3,3,9.055,5.174,4.792,13.35,5.247,4.8,42.418553959578276
3,3,8.358,5.073,4.826,12.324,5.086,4.797,40.47247798492511
3,3,11.685,5.08,4.909,12.373,5.082,4.792,43.92823111265898
3,3,8.638,5.079,4.899,13.748,5.182,5.01,42.57730146249135
3,3,10.659,6.255,5.532,14.85,6.282,5.576,49.23156020231545
3,3,10.455,6.017,4.825,12.72,5.123,4.737,43.886291251207396
3,3,8.812,5.139,4.823,12.805,5.139,4.778,41.5055132471025
3,3,9.222,5.143,4.788,12.866,5.126,4.778,41.93105253701408
3,3,9.005,5.174,4.822,12.942,5.18,4.822,41.953334119170904
3,3,9.088,5.18,4.822,13.167,5.174,4.807,42.24346748863657
3,3,9.282,5.161,4.848,13.249,5.216,4.778,42.52692901839813
3,3,9.367,5.22,4.81,13.393,5.209,4.797,42.79850726015866
3,3,9.658,5.243,4.809,13.482,5.241,4.783,43.221003686388336
