protocol,latency,hops,oob_interaction,correct
atis,291.526,3,2,1
atis,228.176,2,2,1
atis,660.045,3,2,1
atis,359.018,3,2,1
atis,600.378,5,2,1
atis,162.977,6,2,1
atis,706.501,4,2,1
atis,592.351,5,2,1
atis,508.095,4,2,1
atis,385.248,5,2,1
atis,656.65,5,2,1
atis,495.699,4,2,1
atis,464.72,6,2,1
atis,653.065,4,2,1
atis,865.905,5,2,1
atis,619.672,4,2,1
atis,298.735,3,2,1
atis,298.744,4,2,1
atis,620.695,5,2,1
atis,869.226,4,2,1
atis,298.342,3,2,1
atis,401.032,3,2,1
atis,659.777,4,2,1
atis,521.895,5,2,1
atis,252.108,4,2,1
atis,167.449,5,2,1
atis,435.848,4,2,1
atis,597.733,4,2,1
atis,598.287,5,2,1
atis,458.035,3,2,1
atis,383.804,5,2,1
atis,654.314,3,2,1
atis,297.147,4,2,1
atis,159.657,3,2,1
atis,582.019,3,2,1
atis,808.247,4,2,1
atis,383.947,3,2,1
atis,563.792,5,2,1
atis,499.274,4,2,1
atis,458.326,5,2,1
atis,352.025,4,2,1
atis,471.567,6,2,1
atis,756.212,5,2,1
atis,522.437,3,2,1
atis,428.854,3,2,1
atis,279.763,4,2,1
atis,307.751,5,2,1
atis,1293.331,4,2,1
atis,260.962,4,2,1
atis,513.888,4,2,1
atis,337.523,6,2,1
atis,416.908,4,2,1
atis,383.758,4,2,1
atis,320.006,3,2,1
atis,693.039,3,2,1
atis,557.454,3,2,1
atis,233.319,3,2,1
atis,262.232,5,2,1
atis,738.567,4,2,1
atis,619.122,5,2,1
atis,336.745,5,2,1
atis,542.602,5,2,1
atis,585.357,3,2,1
atis,427.148,3,2,1
atis,500.95,5,2,1
atis,366.737,4,2,1
atis,1037.837,5,2,1
atis,296.515,5,2,1
atis,379.134,7,2,1
atis,415.066,5,2,1
atis,556.81,5,2,1
atis,530.716,4,2,1
atis,471.926,5,2,1
atis,384.351,4,2,1
atis,520.262,6,2,1
atis,595.786,4,2,1
atis,299.341,6,2,1
atis,257.968,4,2,1
atis,280.881,2,2,1
atis,343.25,6,2,1
atis,411.37,3,2,1
atis,366.934,6,2,1
atis,588.805,5,2,1
atis,458.422,4,2,1
atis,339.814,4,2,1
atis,308.305,3,2,1
atis,796.556,4,2,1
atis,382.871,6,2,1
atis,343.824,5,2,1
atis,295.026,2,2,1
atis,388.313,4,2,1
atis,854.557,5,2,1
atis,264.16,5,2,1
atis,191.392,2,2,1
atis,343.124,3,2,1
atis,749.802,4,2,1
atis,373.037,5,2,1
atis,374.344,4,2,1
atis,329.762,5,2,1
atis,547.58,3,2,1
atis,267.882,6,2,1
atis,301.52,2,2,1
atis,1125.55,4,2,1
atis,435.705,5,2,1
atis,163.771,6,2,1
atis,283.788,3,2,1
atis,360.266,7,2,1
atis,290.282,5,2,1
atis,527.404,6,2,1
atis,184.24,5,2,1
atis,495.483,7,2,1
atis,260.736,5,2,1
atis,151.376,5,2,1
atis,371.508,3,2,1
atis,989.049,3,2,1
atis,225.998,6,2,1
