protocol,latency,hops,oob_interaction,correct
cpex,619.594,6,2,1
cpex,690.513,5,2,1
cpex,1387.563,6,4,1
cpex,613.584,4,2,1
cpex,615.225,4,2,1
cpex,766.491,4,2,1
cpex,794.628,2,2,1
cpex,649.192,6,2,1
cpex,615.483,6,2,1
cpex,657.231,5,2,1
cpex,755.886,4,2,1
cpex,1315.703,5,4,1
cpex,1326.582,5,4,1
cpex,1367.685,6,4,1
cpex,632.903,4,2,1
cpex,621.023,4,2,1
cpex,512.872,5,2,1
cpex,802.554,4,2,1
cpex,649.289,4,2,1
cpex,1001.813,5,4,1
cpex,721.119,4,2,1
cpex,671.358,5,2,1
cpex,711.542,3,2,1
cpex,707.185,3,2,1
cpex,673.693,4,2,1
cpex,745.484,5,2,1
cpex,760.48,5,2,1
cpex,767.299,3,2,1
cpex,665.393,6,2,1
cpex,744.496,5,2,1
cpex,592.981,5,2,1
cpex,1281.491,6,4,1
cpex,691.614,2,2,1
cpex,795.649,6,2,1
cpex,610.934,5,2,1
cpex,670.896,3,2,1
cpex,693.652,4,2,1
cpex,669.92,6,2,1
cpex,791.551,4,2,1
cpex,1389.654,4,4,1
cpex,705.661,5,2,1
cpex,739.729,4,2,1
cpex,666.78,4,2,1
cpex,689.189,5,2,1
cpex,1497.251,4,4,1
cpex,623.1,4,2,1
cpex,650.378,4,2,1
cpex,497.601,3,2,1
cpex,1533.797,4,4,1
cpex,646.627,5,2,1
cpex,536.393,3,2,1
cpex,591.605,5,2,1
cpex,655.845,2,2,1
cpex,722.662,5,2,1
cpex,607.986,3,2,1
cpex,763.862,4,2,1
cpex,663.782,6,2,1
cpex,600.491,3,2,1
cpex,1223.761,5,4,1
cpex,633.106,4,2,1
cpex,641.898,6,2,1
cpex,807.366,5,2,1
cpex,716.704,4,2,1
cpex,618.745,3,2,1
cpex,616.904,2,2,1
cpex,1391.803,4,4,1
cpex,666.742,6,2,1
cpex,413.113,3,2,1
cpex,702.353,4,2,1
cpex,785.539,5,2,1
cpex,667.046,4,2,1
cpex,610.34,4,2,1
cpex,581.168,4,2,1
cpex,1219.36,6,4,1
cpex,1186.828,5,4,1
cpex,1240.537,5,4,1
cpex,716.576,4,2,1
cpex,1084.209,5,4,1
cpex,604.8,5,2,1
cpex,584.788,3,2,1
cpex,1403.976,4,4,1
cpex,1400.249,5,4,1
cpex,1285.746,6,4,1
cpex,1485.275,4,4,1
cpex,1277.282,4,4,1
cpex,1332.614,5,4,1
cpex,595.282,5,2,1
cpex,492.941,4,2,1
cpex,631.563,3,2,1
cpex,1284.529,7,4,1
cpex,1259.127,6,4,1
cpex,1231.127,4,4,1
cpex,774.451,3,2,1
cpex,656.091,4,2,1
cpex,649.786,6,2,1
cpex,1264.876,5,4,1
cpex,649.884,6,2,1
cpex,1237.092,5,4,1
cpex,1431.98,5,4,1
cpex,1146.975,7,4,1
cpex,658.573,4,2,1
cpex,589.861,4,2,1
cpex,1475.021,6,4,1
cpex,1335.996,5,4,1
cpex,613.108,5,2,1
cpex,1319.365,4,4,1
cpex,592.405,4,2,1
cpex,605.477,4,2,1
cpex,608.403,4,2,1
cpex,1286.435,6,4,1
cpex,617.884,6,2,1
cpex,664.667,5,2,1
cpex,631.708,4,2,1
cpex,1008.537,6,4,1
cpex,397.957,5,2,1
cpex,1342.91,4,4,1
cpex,574.074,5,2,1
cpex,656.219,4,2,1
cpex,370.041,4,2,1
cpex,600.922,4,2,1
cpex,751.152,4,2,1
cpex,612.613,2,2,1
cpex,743.105,5,2,1
cpex,604.464,2,2,1
cpex,725.46,4,2,1
cpex,626.759,5,2,1
cpex,408.537,5,2,1
cpex,506.42,2,2,1
cpex,543.011,5,2,1
cpex,803.46,5,2,1
cpex,1213.258,6,4,1
cpex,495.286,6,2,1
cpex,313.143,4,2,1
cpex,670.163,5,2,1
cpex,646.225,3,2,1
cpex,530.637,4,2,1
cpex,626.798,3,2,1
cpex,1270.404,5,4,1
cpex,475.297,3,2,1
cpex,649.728,4,2,1
cpex,870.179,5,4,1
cpex,605.608,5,2,1
cpex,629.397,4,2,1
cpex,593.615,3,2,1
cpex,1228.393,5,4,1
cpex,753.713,4,2,1
cpex,1257.474,4,4,1
cpex,620.088,4,2,1
cpex,622.576,3,2,1
cpex,655.711,4,2,1
cpex,614.68,5,2,1
cpex,318.482,5,2,1
cpex,643.452,5,2,1
cpex,403.262,4,2,1
cpex,1299.524,4,4,1
cpex,662.457,3,2,1
cpex,659.048,5,2,1
cpex,559.248,4,2,1
cpex,599.083,3,2,1
cpex,591.738,4,2,1
cpex,669.521,4,2,1
cpex,1203.317,5,4,1
cpex,616.064,2,2,1
cpex,603.819,4,2,1
cpex,647.609,4,2,1
cpex,613.428,4,2,1
cpex,588.079,3,2,1
cpex,653.802,4,2,1
cpex,1309.946,4,4,1
cpex,502.006,5,2,1
cpex,1270.28,5,4,1
cpex,613.424,4,2,1
cpex,621.778,4,2,1
cpex,617.146,3,2,1
cpex,1020.133,5,4,1
cpex,618.076,3,2,1
