n,m,PUB:P,PUB:EV,PUB:MS,RET:P,RET:EV,RET:MS,Total
3,3,12.397,5.206,4.952,16.942,5.394,5.502,50.397675667530464
3,3,13.085,5.57,5.038,16.9,5.281,5.097,50.976680663249375
3,3,11.855,5.056,5.568,16.91,5.147,5.096,49.625279999114966
3,3,11.838,5.102,4.933,15.961,5.118,4.973,47.93018266718718
3,3,12.111,5.141,5.428,16.462,5.112,4.96,49.225333660918594
3,3,12.112,5.118,4.91,24.853,5.655,8.434,61.09525532641176
3,3,13.907,5.261,5.71,16.771,5.251,4.929,51.83432532794541
3,3,13.047,5.196,4.967,16.531,5.408,4.958,50.10651299865761
3,3,12.415,5.233,5.008,16.835,5.264,4.981,49.73398367049715
3,3,12.526,5.218,4.92,16.8,5.229,5.286,49.980543000856414
3,3,12.054,5.087,4.939,16.083,5.114,5.013,48.29224332691713
3,3,11.993,5.075,4.99,16.095,5.114,4.993,48.24293800750941
3,3,11.926,5.109,5.098,17.312,5.151,5.325,49.926245334063424
3,3,14.689,5.165,5.02,16.46,5.148,4.915,51.39944266799527
3,3,12.338,5.219,4.928,16.364,5.204,5.005,49.05858833444654
3,3,12.263,5.184,5.031,17.085,5.197,4.988,49.75389800286696
3,3,12.646,5.174,5.209,16.951,5.257,5.25,50.48756533142296
3,3,13.379,5.306,7.082,17.879,5.539,4.99,54.16859833470274
3,3,12.352,5.084,5.155,15.935,5.138,4.943,48.612352004662775
3,3,11.845,5.091,4.945,16.079,5.174,5.205,48.34853066859068
3,3,11.901,5.169,5.003,16.087,5.153,5.015,48.33469399212238
3,3,12.188,5.178,4.927,16.345,5.157,5.727,49.529900332951605
3,3,21.265,9.007,8.433,27.789,8.949,8.515,83.9682813239051
3,3,20.888,9.018,8.481,28.47,9.028,8.547,84.44484133118144
3,3,17.211,8.992,4.976,16.775,5.321,5.251,58.545624666294316
3,3,12.837,5.23,4.915,17.022,5.213,4.988,50.20723566849483
3,3,12.567,5.165,4.98,17.501,5.148,5.009,50.37131767069999
3,3,11.976,5.134,4.976,16.097,5.278,4.944,48.42188833208638
3,3,12.006,5.174,5.278,16.255,5.145,6.229,50.08475032809656
3,3,14.935,5.159,8.446,27.648,9.611,8.443,74.24727466665595
3,3,20.35,8.927,8.386,27.707,8.937,8.536,82.85576501051159
3,3,21.157,9.079,8.455,25.266,8.967,7.842,80.78132032824215
3,3,12.469,5.192,4.945,16.744,5.219,5.107,49.67624166238238
3,3,13.267,5.213,4.957,16.719,5.208,5.16,50.52603200359347
3,3,12.368,5.403,5.67,16.445,5.176,5.312,50.36439399555093
3,3,12.671,5.292,5.112,15.988,5.289,5.07,49.42739800511239
3,3,12.342,5.2,5.063,18.598,5.25,5.794,52.26261033142994
3,3,13.357,5.171,5.456,19.232,5.175,5.28,53.667233336454956
3,3,12.635,5.216,5.031,16.394,5.159,4.961,49.37860634163371
3,3,12.868,5.199,5.074,16.548,5.179,4.968,49.82147666548069
3,3,13.063,5.683,5.757,17.873,5.272,5.046,52.70145734054192
3,3,12.631,5.224,4.963,17.636,5.226,5.015,50.69082433086199
3,3,11.798,5.108,5.717,15.82,5.119,4.953,48.51773933478398
3,3,11.938,5.134,4.943,15.938,5.139,4.972,48.072689993811466
3,3,12.119,5.14,5.636,16.353,5.354,6.191,50.79368999092064
3,3,13.09,5.171,4.928,16.295,5.14,5.035,49.652910999914944
3,3,12.587,5.14,5.076,17.429,5.242,4.996,50.46568733814638
3,3,12.572,5.254,5.011,16.908,5.211,5.002,49.96495300292736
3,3,13.037,5.238,5.562,22.632,5.275,8.487,60.249757663162505
3,3,15.479,8.086,5.019,16.802,5.245,5.036,55.67159433000295
3,3,12.087,5.205,5.067,16.009,5.162,5.031,48.56440500104024
3,3,12.586,5.165,5.153,16.117,5.165,5.343,49.521980676217936
3,3,12.202,5.161,5.065,16.333,5.146,5.016,48.93693300497641
3,3,12.666,5.297,5.305,16.342,5.146,5.005,49.76084466640411
3,3,12.72,5.347,5.051,16.482,5.192,5.077,49.867876671972525
3,3,12.785,5.148,5.074,17.223,5.162,5.668,51.0949016691787
3,3,14.182,5.347,5.691,20.766,5.768,5.273,57.03472566286412
3,3,12.682,5.257,5.06,16.923,5.235,5.062,50.218127338060484
3,3,12.005,5.127,4.979,16.442,5.054,4.917,48.52314066253408
3,3,12.23,5.078,5.036,16.084,5.133,4.936,48.5016300068916
3,3,11.986,5.156,5.847,17.097,5.134,5.101,50.32887866764213
3,3,12.061,5.156,4.991,16.867,5.15,4.944,49.17276666553032
3,3,12.184,5.194,4.98,16.973,5.172,5.117,49.62910133811722
3,3,12.584,5.179,4.944,16.658,5.193,5.221,49.788710663657795
3,3,12.344,5.225,4.94,17.891,5.528,5.0,50.93405032918478
3,3,12.624,5.237,4.93,16.917,5.254,4.971,49.93991466350659
3,3,11.723,5.107,5.118,15.876,5.103,5.008,47.939652666779395
3,3,12.077,5.151,4.951,16.369,5.168,5.027,48.747954334733855
3,3,12.285,5.205,5.016,16.506,5.22,5.246,49.47978799706713
3,3,12.427,5.194,4.993,16.744,5.193,5.123,49.67491333324385
3,3,12.917,5.201,4.959,16.831,5.181,5.004,50.10237866857399
3,3,12.345,5.211,4.947,16.895,5.208,5.336,49.947611998504726
3,3,13.008,5.208,5.02,17.932,6.142,5.408,52.724155671360975
3,3,12.745,5.214,4.98,20.245,5.273,6.545,55.01055566128343
3,3,11.8,5.14,4.974,15.931,5.132,5.035,48.01656166091561
3,3,11.979,5.13,5.426,16.26,5.129,5.874,49.80815033438073
3,3,12.074,5.172,5.612,17.031,5.199,4.979,50.059750001916356
3,3,12.088,5.14,5.021,17.173,5.174,5.046,49.64720932912314
3,3,12.207,5.157,4.937,16.587,5.158,4.971,49.005896336893784
3,3,12.709,5.19,5.106,16.631,5.229,4.96,49.825196335101886
3,3,12.456,5.246,4.967,16.626,5.2,4.987,49.487059659441
3,3,12.574,5.246,4.967,17.236,5.23,4.982,50.23912966741288
3,3,12.2,5.074,5.049,15.79,5.059,4.932,48.103844666911755
3,3,11.911,5.104,5.334,15.963,5.121,4.949,48.3708013392364
3,3,11.942,5.125,4.896,16.081,5.127,5.136,48.29379266690618
3,3,12.047,5.127,5.003,16.104,5.165,5.57,49.016240667697275
3,3,12.184,5.174,4.908,16.947,5.169,4.961,49.3464066615464
3,3,12.892,5.219,4.933,23.563,6.557,5.668,58.83647033745849
3,3,12.582,5.289,5.031,16.72,5.765,4.967,50.352419670768235
3,3,12.541,5.222,5.307,17.631,5.348,4.986,51.03520933456214
3,3,11.724,5.098,5.094,15.778,5.126,4.957,47.78227666489935
3,3,11.917,5.099,4.956,18.756,5.141,5.218,51.09253000167276
3,3,12.03,5.16,4.953,18.205,5.171,5.487,51.00401800518739
3,3,12.347,5.495,4.966,16.23,5.184,5.0,49.21769499681734
3,3,12.515,5.197,4.961,16.409,5.208,4.992,49.28346033072254
3,3,12.434,5.187,5.004,16.761,5.221,5.06,49.66668833124761
3,3,13.903,6.526,5.502,16.87,5.254,5.093,53.12608499904552
3,3,12.821,5.212,5.24,26.536,8.197,6.341,64.35835266650733
3,3,11.735,5.057,4.994,15.807,5.11,4.933,47.638415337132756
3,3,12.741,5.139,5.576,17.464,5.139,5.375,51.437166996038286
3,3,12.001,5.268,4.949,16.148,5.723,4.995,49.08991533860293
3,3,12.353,5.126,5.547,16.362,5.196,4.99,49.576499997783685
3,3,12.189,5.223,4.992,16.301,5.241,5.014,48.96162899967749
3,3,12.578,5.241,5.466,17.262,5.688,4.968,51.21036566924886
3,3,12.415,5.279,4.958,16.731,5.274,5.246,49.9071126638834
3,3,12.803,5.236,4.924,16.891,5.261,5.034,50.18828700243224
3,3,19.638,8.805,8.435,23.29,8.806,6.779,75.74963166795594
3,3,12.784,5.162,4.967,16.213,5.154,4.994,49.26984633129905
3,3,12.067,5.131,4.972,16.284,5.199,5.119,48.77856800279308
3,3,12.176,5.215,4.989,16.618,5.184,4.988,49.17743566208325
3,3,16.899,5.242,5.183,16.542,5.248,5.012,54.126978002993084
3,3,12.312,5.242,4.997,17.216,5.249,5.048,50.07045333089385
3,3,12.611,5.23,5.008,16.774,5.247,5.03,49.907961667486234
3,3,12.629,5.26,5.119,17.895,5.272,4.92,51.12359533086419
3,3,11.892,5.12,5.048,16.194,5.182,5.001,48.44537700046203
3,3,12.178,5.179,6.054,17.03,5.272,4.969,50.68335167015903
3,3,11.94,5.137,4.935,17.588,5.217,4.989,49.81833266962592
3,3,11.999,5.152,5.021,16.273,5.161,4.994,48.59904100521817
3,3,12.253,5.174,4.959,19.083,5.2,6.099,52.77152833635531
3,3,12.48,5.25,5.046,16.701,5.234,5.486,50.201274326051745
3,3,21.242,7.834,5.68,17.138,5.215,5.014,62.13088266304112
3,3,12.587,5.198,4.946,17.172,5.311,5.037,50.23595733049054
3,3,12.207,5.219,5.063,15.901,5.155,5.156,48.70774399993631
3,3,12.464,5.185,5.095,15.901,5.129,4.961,48.74408066583176
3,3,12.268,5.162,4.945,16.098,5.156,5.019,48.65311066775273
3,3,12.062,5.155,5.334,16.304,5.181,4.99,49.03124899647082
3,3,12.332,5.234,6.976,16.586,5.217,5.363,51.72055399937865
3,3,12.356,5.216,5.127,16.472,5.212,4.983,49.37080966798627
3,3,12.462,5.202,5.008,16.952,5.235,5.101,49.95712800761491
3,3,12.95,5.223,5.003,16.904,5.254,5.281,50.62238866715536
3,3,12.771,5.271,5.312,26.066,7.698,8.701,65.83009099995252
3,3,22.136,8.987,8.469,28.783,9.157,8.474,86.02177599459537
3,3,22.329,9.079,8.391,30.093,8.887,8.556,87.33294632960073
3,3,23.682,9.068,8.45,29.035,9.147,8.532,87.92358133117281
3,3,22.001,9.122,8.475,29.386,9.193,8.49,86.67641533247661
3,3,13.283,5.367,4.923,17.454,5.335,4.952,51.301862335094484
3,3,13.504,5.608,4.942,18.178,5.331,5.04,52.605915329574295
3,3,13.471,5.329,4.951,18.197,5.339,5.274,52.564719336563336
3,3,12.668,5.212,4.899,16.83,5.222,5.179,50.011778992484324
3,3,12.715,5.218,4.891,16.811,5.236,4.979,49.85664633325844
3,3,13.383,5.267,4.884,17.706,5.294,4.952,51.48100133010303
3,3,12.988,5.241,5.221,17.221,5.354,5.121,51.136164659207374
3,3,14.257,5.342,4.954,17.239,5.324,4.951,52.068139996360216
3,3,13.244,5.332,4.913,17.402,5.314,5.328,51.518764668192794
3,3,13.252,5.309,4.889,17.504,5.325,4.983,51.2641970005158
3,3,13.415,5.321,4.936,17.732,5.337,5.001,51.741444006135374
3,3,12.785,5.27,4.974,17.091,5.275,5.037,50.430913003462294
3,3,13.466,5.253,5.008,17.443,5.294,4.992,51.453384330670815
3,3,18.526,9.303,4.957,18.861,5.349,6.021,63.03714199990888
3,3,13.302,6.149,5.224,17.693,5.435,5.07,52.88153933361173
3,3,13.329,5.419,5.054,17.726,5.379,5.016,51.9252626678887
3,3,13.316,5.443,4.982,17.624,5.419,5.008,51.80616833119226
3,3,13.546,5.402,5.265,18.065,5.412,5.042,52.733908335843196
3,3,13.611,5.424,4.971,17.926,5.432,5.112,52.479540666051136
3,3,13.152,5.706,5.029,17.003,5.293,5.028,51.22311766414593
3,3,12.816,5.282,4.991,17.208,5.358,5.093,50.749972997437
3,3,13.079,5.304,4.965,19.379,5.297,5.256,53.280647674303815
3,3,13.356,5.403,5.165,17.406,5.324,5.315,51.97020666188716
3,3,13.229,5.388,4.941,17.356,5.365,4.97,51.25100233393216
3,3,13.988,5.494,5.058,17.695,5.332,4.99,52.56149999938013
3,3,13.203,5.334,4.919,17.535,5.364,5.041,51.39577200073593
3,3,13.658,5.372,4.991,21.077,5.354,6.579,57.07038633772754
3,3,12.923,5.265,5.022,17.222,5.312,5.039,50.78581800019795
3,3,12.965,5.316,5.137,17.572,5.294,5.063,51.336472007581804
3,3,13.322,5.31,5.02,17.628,5.339,5.073,51.70947599981446
3,3,13.765,5.332,4.984,18.476,5.356,5.134,53.03052533539206
3,3,13.972,5.343,5.033,17.656,5.361,4.986,52.35514200103353
3,3,13.431,5.363,4.907,17.676,5.364,5.158,51.90698500397654
3,3,13.491,5.401,4.974,17.919,5.41,5.027,52.22603200672893
3,3,13.673,5.408,4.99,18.017,5.398,5.449,52.921592996426625
3,3,12.555,5.221,4.972,16.848,5.265,5.028,49.8916283371121
3,3,12.637,5.222,4.932,16.902,5.29,4.956,49.94987100387031
3,3,13.319,5.261,4.985,17.338,5.295,4.95,51.15590166072555
3,3,13.233,5.272,4.978,17.297,5.285,4.968,51.05618366481698
3,3,13.281,5.29,4.883,17.279,5.3,4.927,50.96403733477928
3,3,13.111,5.328,4.932,17.379,5.314,5.014,51.085272324902085
3,3,13.186,5.31,4.895,17.45,5.327,5.064,51.222465995427534
3,3,13.37,5.34,4.931,17.612,5.357,4.975,51.5882596676723
3,3,12.644,5.238,4.972,16.917,5.242,4.983,50.003840660792775
3,3,12.672,5.251,4.958,17.243,5.258,5.148,50.54226565819893
3,3,12.896,5.277,4.996,17.275,5.282,5.003,50.73684266972123
3,3,13.891,5.329,7.573,20.531,5.405,5.037,57.75094833370531
3,3,13.223,5.378,4.942,17.8,5.345,5.054,51.748973661839656
3,3,13.307,5.383,4.935,18.193,5.322,4.951,52.10223900697505
3,3,13.199,5.412,5.389,18.366,5.403,5.05,52.827246334345546
3,3,13.619,5.428,5.031,18.634,5.386,5.534,53.63759665730564
3,3,12.663,5.208,4.914,16.805,5.233,4.909,49.729467667930294
3,3,12.726,5.229,4.979,16.889,5.238,4.93,49.994337670796085
3,3,12.861,5.246,5.064,17.838,5.416,5.041,51.47903233713198
3,3,13.278,5.278,4.948,17.506,5.287,5.185,51.484439999815855
3,3,13.582,5.322,5.225,19.11,5.638,5.159,54.04005833770498
3,3,13.772,5.316,5.091,20.104,6.014,5.354,55.657694995412996
3,3,14.21,5.414,5.141,17.949,5.326,4.963,53.005031665331146
3,3,13.315,5.322,4.908,17.616,5.341,5.03,51.536384335728755
3,3,13.176,5.334,5.037,17.56,5.308,5.369,51.791722659496976
3,3,13.437,5.33,5.022,18.366,5.341,4.981,52.480433664944336
3,3,12.954,5.289,4.933,17.185,5.269,4.949,50.58669800443265
3,3,13.207,5.303,5.178,18.756,5.333,5.512,53.302436999122925
3,3,13.059,5.328,4.923,17.244,5.292,4.927,50.78376333040069
3,3,13.19,5.339,5.033,17.496,5.308,4.938,51.30652633670252
3,3,13.268,5.358,5.081,17.71,5.329,5.023,51.778199998807395
3,3,13.676,5.34,4.931,17.802,5.371,5.003,52.12816033720931
3,3,12.866,5.239,7.562,23.594,9.051,5.157,63.47329900260472
3,3,13.295,5.23,5.032,17.379,5.251,5.037,51.237275997361095
3,3,13.178,5.301,4.991,17.466,5.366,5.059,51.37247299959806
3,3,13.299,5.322,5.045,17.664,5.309,4.93,51.59481300385475
3,3,13.357,5.295,4.91,17.631,5.298,5.018,51.51280633193285
3,3,13.316,5.35,5.07,17.65,5.333,4.886,51.61360200630346
3,3,13.354,5.339,4.895,17.692,5.349,4.975,51.60799532920161
3,3,13.464,5.361,4.941,17.714,5.365,5.061,51.90932499802633
3,3,12.858,5.286,5.062,16.951,5.237,5.251,50.646230338315945
3,3,13.539,5.282,5.404,16.943,5.272,4.96,51.398717335056666
3,3,13.404,5.28,4.93,18.006,5.254,5.217,52.10477200550182
3,3,13.141,5.303,5.408,17.326,5.323,4.938,51.44542499571496
3,3,13.029,5.311,4.926,17.262,5.305,4.955,50.79178733042984
3,3,13.177,5.278,4.894,17.565,5.321,4.908,51.14531666307205
3,3,13.225,5.328,4.98,17.773,5.345,4.955,51.60844500278472
3,3,13.416,5.326,4.928,17.612,5.349,5.03,51.66648366503068
3,3,12.687,5.268,4.964,17.03,5.257,5.07,50.268221669587845
3,3,13.139,5.239,4.963,17.493,5.295,5.056,51.18814533367792
3,3,13.304,5.294,5.015,17.187,5.268,4.993,51.06440433761843
3,3,14.115,5.305,5.328,17.19,5.291,4.973,52.20272999819523
3,3,13.053,5.322,4.891,17.251,5.318,4.941,50.77470100028829
3,3,13.08,5.289,4.892,18.071,5.301,4.931,51.566649003992396
3,3,13.408,5.314,4.94,17.656,5.328,5.056,51.66063033296571
3,3,13.334,5.328,5.029,17.687,5.353,4.941,51.67619433753619
3,3,15.975,6.511,5.803,17.151,6.43,5.383,57.259180334464574
3,3,12.897,5.309,4.99,18.554,6.077,5.023,52.837283994449535
3,3,17.137,5.264,5.804,18.7,8.889,6.006,61.78496533539146
3,3,13.165,5.307,4.883,17.188,5.297,4.998,50.86035333806649
3,3,12.998,5.29,4.907,17.84,5.406,4.939,51.39010532972558
3,3,13.319,5.309,4.919,17.737,5.343,5.005,51.62443033623276
3,3,14.194,5.307,4.93,17.621,5.344,4.957,52.35350667256474
3,3,13.35,5.343,4.908,17.713,5.372,4.975,51.66564166817504
3,3,12.657,5.251,4.959,16.867,5.244,5.037,50.01756266816907
3,3,12.995,5.267,4.943,17.248,5.26,5.009,50.72095567084034
3,3,12.978,5.287,4.941,17.317,5.281,5.047,50.85308033327844
3,3,13.913,5.319,4.992,17.285,5.338,4.953,51.79684933682438
3,3,13.102,5.274,4.876,17.386,5.285,4.935,50.86039866243179
3,3,13.11,5.285,4.889,17.332,5.271,4.92,50.80645866958851
3,3,13.182,5.325,5.303,17.616,5.369,4.957,51.75931533328064
3,3,13.481,5.341,4.957,17.814,5.343,5.281,52.22012399948047
3,3,16.329,5.269,4.931,16.857,5.245,4.963,53.59804999776922
3,3,12.709,5.247,4.917,16.93,5.258,4.977,50.042973666374266
3,3,12.802,5.29,4.978,17.86,5.285,4.982,51.20201066529262
3,3,12.983,5.274,5.236,18.613,5.304,4.963,52.36509333311308
3,3,13.083,5.299,4.89,17.28,5.338,4.966,50.86081933647317
3,3,13.137,5.297,5.242,17.753,5.296,4.964,51.69724733059411
3,3,13.602,5.334,4.92,17.619,5.3,4.926,51.707735669576024
3,3,13.337,5.307,5.08,17.604,5.353,4.95,51.630342666612705
3,3,13.102,5.357,4.981,16.963,5.275,5.113,50.79697533437866
3,3,13.095,5.239,4.986,17.23,5.318,5.067,50.93602933751148
3,3,12.978,5.281,5.175,17.425,5.523,5.737,52.13807700541414
3,3,13.241,5.298,5.268,17.225,5.297,4.927,51.25229399709497
3,3,13.119,5.294,4.963,17.357,5.369,4.955,51.057859669526806
3,3,13.074,5.319,5.138,17.392,5.344,4.923,51.19120900053531
3,3,13.523,5.345,4.975,17.536,5.389,4.974,51.74063932887899
3,3,13.463,5.345,4.975,17.837,5.32,4.942,51.885442995020036
3,3,12.786,5.304,4.892,16.998,5.284,5.032,50.28943266491599
3,3,13.122,5.375,5.058,17.077,5.333,4.994,50.95965800743822
3,3,12.987,5.322,4.963,17.9,5.374,5.038,51.58909066328003
3,3,14.901,5.396,4.91,17.326,5.341,4.951,52.824974997444464
3,3,13.213,5.319,4.92,17.64,5.362,5.02,51.486974327417556
3,3,13.734,5.37,4.95,17.561,5.32,4.922,51.861437669382816
3,3,13.706,5.328,5.049,17.695,5.337,5.007,52.12657033068051
3,3,13.683,5.355,5.138,17.984,5.329,5.01,52.50215033083805
3,3,12.674,5.223,5.019,16.849,5.217,4.937,49.922210329289854
3,3,12.701,5.25,4.938,16.97,5.269,5.037,50.16752433463504
3,3,12.956,5.26,5.113,17.215,5.25,5.208,51.00369700691469
3,3,16.518,5.301,5.066,17.292,5.338,5.013,54.543300668835094
3,3,13.984,5.463,5.294,17.888,5.368,4.926,52.844112666207366
3,3,13.17,5.308,4.879,17.275,5.299,4.98,50.895659336674726
3,3,13.364,5.295,4.897,17.511,5.301,4.963,51.3333186681848
3,3,13.323,5.356,4.892,18.032,5.341,4.944,51.89059833234448
3,3,12.732,5.225,4.915,16.861,5.231,4.974,49.94549633071681
3,3,12.744,5.245,4.925,17.104,5.251,4.935,50.212201332518205
3,3,13.273,5.204,4.898,17.551,5.233,4.984,51.15071966186709
3,3,13.954,5.639,5.001,17.116,5.291,4.95,51.93885300468537
3,3,13.067,5.317,4.93,17.438,5.359,4.926,51.04330133205318
3,3,13.936,5.319,5.08,17.709,5.295,5.34,52.68603666869846
3,3,13.512,5.336,4.934,17.641,5.334,4.984,51.741505326693485
3,3,13.548,5.339,4.928,18.089,5.357,4.971,52.23685632881825
3,3,13.099,5.24,5.053,17.196,5.239,5.114,50.9390826652331
3,3,13.075,5.354,5.065,17.079,5.264,5.025,50.84321533649927
3,3,13.232,5.317,5.081,17.65,5.325,5.214,51.81757666408278
3,3,13.344,5.283,4.889,17.23,5.301,4.92,50.96666299868957
3,3,12.954,5.283,4.902,17.242,5.29,5.246,50.92114233290583
3,3,13.219,5.32,4.905,17.427,5.35,4.97,51.180415999018194
3,3,13.259,5.331,4.948,17.661,5.35,4.973,51.52406765895042
3,3,13.505,5.378,4.933,17.801,5.354,5.012,51.99644533543808
3,3,15.558,5.242,5.423,17.046,5.382,4.999,53.64950999501161
3,3,12.863,5.312,5.071,17.572,5.347,5.137,51.30760266789972
3,3,20.826,8.525,8.699,17.482,5.303,5.146,65.99634633676033
3,3,13.459,5.343,5.047,18.193,5.302,5.461,52.80631533241831
3,3,14.511,5.629,5.255,19.634,5.383,5.731,56.14689233334502
3,3,13.917,5.378,4.901,17.474,5.409,4.95,52.03584800013535
3,3,13.908,5.391,5.337,17.657,5.345,4.961,52.60657766605921
3,3,13.462,5.431,4.987,17.73,5.895,4.987,52.494131004398994
3,3,12.657,5.263,4.959,16.891,5.246,5.129,50.14635433083943
3,3,12.855,5.233,4.985,17.632,5.307,5.049,51.05738766845509
3,3,13.217,5.285,5.208,17.865,5.274,4.987,51.82432333458564
3,3,13.06,5.36,4.926,17.824,5.317,4.987,51.477118996748075
3,3,13.263,5.312,4.955,17.284,5.359,4.954,51.13425966192153
3,3,13.212,5.301,5.491,17.649,5.327,4.982,51.97499166752095
3,3,13.44,5.341,4.964,17.82,5.36,4.978,51.90595966632827
3,3,13.726,5.381,5.144,18.839,5.372,5.102,53.56394699992961
3,3,21.614,9.069,8.498,28.824,9.081,8.889,85.9613343369953
3,3,21.994,9.138,8.629,30.048,9.142,8.502,87.46070333533376
3,3,22.011,9.097,8.421,29.518,9.034,8.346,86.42902033413216
3,3,22.018,9.079,8.723,25.914,9.121,8.098,82.95574600318407
3,3,13.087,5.295,5.125,17.253,5.3,4.952,51.01419933635043
3,3,13.608,7.783,5.017,17.676,5.288,4.988,54.36315066860213
3,3,13.35,5.315,5.495,20.858,9.88,4.961,59.83819166673736
3,3,13.351,5.365,4.94,17.597,5.347,5.152,51.765199996831754
3,3,12.704,5.249,5.011,16.984,5.228,5.299,50.47613065956587
3,3,13.128,5.378,4.918,17.076,5.246,5.045,50.7814679913281
3,3,13.654,5.331,5.298,18.317,5.368,5.838,53.81154133768481
3,3,13.522,5.337,5.132,17.665,5.35,4.999,52.00465466380896
3,3,13.14,5.351,4.941,17.393,5.298,4.956,51.08316100692416
3,3,13.173,5.344,5.016,17.444,5.319,4.961,51.258424334567586
3,3,13.371,5.335,4.946,17.579,5.339,4.93,51.50813900157421
3,3,13.485,5.352,4.908,19.567,5.363,5.983,54.66067766125586
3,3,12.81,5.366,4.914,17.122,5.279,4.957,50.45114433232811
3,3,13.401,5.277,4.982,17.173,5.844,5.484,52.14955367167325
3,3,13.301,5.298,4.933,17.145,5.304,4.985,50.967967668839265
3,3,13.037,5.28,4.939,17.789,5.361,4.954,51.35956266531139
3,3,13.347,5.301,4.894,17.617,5.314,4.924,51.38494300141853
3,3,13.557,5.284,4.898,17.325,5.286,4.992,51.34530432890945
3,3,13.246,5.339,5.06,17.572,5.362,5.095,51.67435600499933
3,3,13.468,5.374,4.912,17.642,5.34,5.095,51.835633003065595
3,3,12.765,5.27,5.041,17.104,5.311,5.047,50.54154866472042
3,3,13.151,5.293,5.081,17.267,5.383,5.024,51.20153565925041
3,3,13.204,5.31,5.146,17.578,5.306,4.98,51.47865833957137
3,3,13.008,5.35,4.997,17.331,5.355,4.945,50.98612033543759
3,3,13.077,5.323,4.934,17.344,5.303,5.252,51.233674666339844
3,3,13.144,5.351,4.94,17.387,5.282,4.948,51.0524663356288
3,3,13.342,5.313,5.046,17.595,5.302,5.234,51.83796266768089
3,3,14.311,5.33,7.853,19.752,5.383,5.148,57.77431633274925
3,3,14.262,5.331,5.065,17.087,5.246,5.247,52.22594267009602
3,3,15.114,6.06,5.456,17.48,5.312,5.622,55.05296799795663
3,3,12.886,5.626,4.943,18.157,5.292,4.986,51.89407399666379
3,3,12.858,5.269,4.921,17.473,5.292,4.96,50.774757336815426
3,3,13.035,5.3,4.909,17.274,5.268,5.005,50.792825998845125
3,3,13.161,5.31,4.937,20.983,5.326,6.541,56.26937300500383
3,3,22.761,9.33,8.642,30.202,9.334,8.613,88.8882926677373
3,3,23.289,9.345,8.609,26.878,9.292,7.736,85.15241866916767
3,3,12.715,5.258,4.93,17.317,5.381,5.111,50.722929327700214
3,3,13.072,5.313,5.084,16.993,5.315,5.278,51.06048133893637
3,3,12.941,5.24,4.937,17.332,5.274,4.929,50.65782633391791
3,3,13.009,5.287,4.884,17.177,5.279,4.934,50.56697133477428
3,3,12.991,5.282,4.923,17.871,5.3,5.001,51.37474166622269
3,3,14.451,5.298,4.925,17.531,5.338,4.94,52.49661866158325
3,3,13.362,5.316,4.917,18.777,5.344,5.15,52.8744829983528
3,3,14.152,5.697,4.961,18.071,5.352,5.081,53.32328032939889
3,3,12.72,5.252,4.929,16.99,5.221,4.949,50.06056267059951
3,3,12.852,5.254,4.898,16.871,5.248,4.989,50.11036967092271
3,3,12.883,5.261,4.883,17.58,5.259,4.951,50.817075664478274
3,3,12.863,5.269,4.942,17.043,5.31,4.9,50.327285336000685
3,3,13.43,5.293,4.935,17.145,5.318,5.227,51.3531803371734
3,3,13.117,5.297,4.92,17.564,5.311,5.017,51.24687366939422
3,3,13.448,5.314,5.053,18.123,5.714,4.978,52.63821699312151
3,3,13.562,5.332,4.926,17.767,5.351,5.042,51.979100666358136
3,3,13.085,5.309,5.016,20.916,5.873,5.224,55.42765066881354
3,3,12.812,5.271,4.914,16.879,5.239,4.968,50.08443733216457
3,3,12.885,5.268,4.935,17.223,5.302,4.947,50.56142999698447
3,3,12.883,5.299,4.912,17.174,5.258,5.285,50.81438499594999
3,3,13.154,5.274,4.976,17.302,5.317,5.097,51.12336833432588
3,3,13.519,5.327,4.954,17.449,5.324,5.122,51.70282299998992
3,3,13.426,5.33,5.332,18.761,5.698,5.069,53.6176620007609
3,3,15.055,5.371,10.707,21.235,6.097,4.976,63.44950900772044
3,3,15.885,7.331,5.035,18.045,5.322,5.03,56.6520406609925
3,3,12.838,5.263,4.941,16.884,5.303,4.975,50.204839329429284
3,3,12.878,5.254,4.913,16.999,5.3,5.026,50.37126333506118
3,3,12.92,5.29,4.949,17.167,5.272,5.534,51.13811599827993
3,3,13.485,5.29,4.914,17.41,5.317,5.073,51.49089100086712
3,3,13.279,5.327,4.897,17.525,5.317,5.016,51.36492000868505
3,3,13.342,5.334,5.966,17.848,5.372,4.997,52.85860167714418
3,3,13.953,5.334,5.014,18.199,5.415,5.427,53.34643466388419
3,3,13.2,5.262,5.016,16.86,5.246,4.916,50.505789337573034
3,3,12.743,5.265,4.897,16.8,5.262,5.171,50.14205334130868
3,3,12.903,5.26,4.951,17.047,5.293,5.135,50.610267331649084
3,3,13.289,5.283,4.976,17.261,5.26,4.92,50.99402399961643
3,3,13.762,5.316,4.957,18.19,5.343,4.965,52.5425393328381
3,3,19.892,5.447,5.86,17.721,5.613,5.138,59.67509233596502
3,3,13.662,5.474,5.419,18.146,5.544,5.003,53.25479233943042
3,3,13.856,5.56,5.325,17.908,5.428,5.006,53.08916366993799
3,3,13.713,5.358,4.927,17.96,5.385,5.158,52.50057167116514
