n,m,PUB:P,PUB:EV,PUB:MS,RET:P,RET:EV,RET:MS,Total
3,3,15.098,5.826,5.053,18.013,5.379,4.993,54.40584366685167
3,3,14.007,5.838,4.974,18.477,7.144,4.956,55.40293800246825
3,3,13.938,5.412,4.995,18.452,5.446,4.978,53.21110833028797
3,3,13.868,5.622,5.152,18.339,5.434,4.968,53.38439433277624
3,3,14.087,5.454,4.999,20.202,5.465,4.926,55.1324663356354
3,3,14.125,5.525,4.958,18.502,5.485,5.012,53.60688466438053
3,3,14.311,5.501,5.032,18.805,5.512,5.016,54.178395665076096
3,3,14.215,6.205,5.018,17.805,5.343,4.966,53.55922399636862
3,3,13.955,6.661,4.919,18.419,5.354,4.938,54.254688668152085
3,3,13.675,5.401,5.004,18.093,5.437,4.965,52.58053733268753
3,3,14.02,5.403,4.968,18.489,5.412,5.065,53.36383632917811
3,3,13.883,5.516,5.245,18.305,5.41,4.998,53.365842669639584
3,3,14.143,5.424,5.034,19.965,5.489,4.944,55.00395467000392
3,3,14.132,5.484,4.906,18.416,5.488,4.89,53.32115666775887
3,3,14.122,5.48,4.913,18.61,5.46,4.981,53.57053566694958
3,3,13.515,5.373,4.949,18.528,5.386,4.968,52.71442432785989
3,3,14.256,5.363,4.892,17.989,5.388,4.99,52.88240800412798
3,3,13.678,5.45,5.574,21.837,5.387,5.128,57.057830667569455
3,3,13.831,5.414,4.974,18.152,5.422,5.607,53.40738465747563
3,3,13.942,5.444,4.918,18.301,5.408,4.937,52.95380432653474
3,3,14.215,5.504,4.94,19.111,5.46,5.133,54.366504667996196
3,3,14.179,5.514,4.9,18.506,5.478,4.938,53.51758533773439
3,3,14.249,5.502,4.897,22.237,5.496,6.33,58.717495999493025
3,3,13.433,5.317,4.985,18.529,5.344,5.0,52.61192499528988
3,3,14.098,5.402,4.915,17.904,5.39,5.014,52.724389326613164
3,3,13.857,5.402,4.929,18.052,5.388,5.235,52.86000000463294
3,3,13.767,5.421,4.959,18.1,5.378,4.95,52.57364666128221
3,3,13.987,5.457,4.918,18.196,5.395,4.932,52.88556599771255
3,3,14.03,5.446,5.15,18.558,5.473,4.97,53.63038166615297
3,3,14.245,5.461,5.029,18.521,5.432,4.906,53.59252000198467
3,3,14.116,5.48,4.915,18.605,5.469,4.872,53.45938300403456
3,3,13.958,5.414,5.102,19.226,5.397,5.161,54.265027330984594
3,3,14.817,5.497,5.039,18.586,5.451,5.031,54.42298866425214
3,3,14.649,5.46,5.023,18.589,5.479,5.296,54.495750324955836
3,3,14.808,5.476,5.462,19.461,5.488,5.175,55.87486500614129
3,3,15.199,5.496,5.334,19.124,5.488,5.206,55.84936366115774
3,3,14.783,5.52,5.235,20.481,5.523,5.079,56.6219336700063
3,3,16.666,5.58,5.347,19.965,5.527,5.198,58.286957999371225
3,3,15.755,5.55,5.617,19.945,5.556,4.984,57.31968299126795
3,3,13.463,5.378,5.018,19.37,5.374,5.048,53.6598283300312
3,3,14.405,5.461,5.124,18.863,5.377,4.939,54.176958999354
3,3,13.977,5.411,7.716,18.199,5.453,5.204,55.96951699893301
3,3,13.877,5.581,4.916,18.524,5.425,4.958,53.29565366870762
3,3,13.934,5.446,4.918,18.342,5.453,4.938,53.03803732749657
3,3,14.467,5.478,5.629,31.363,9.471,8.478,74.88865399500355
3,3,17.153,9.028,4.928,20.741,6.099,5.354,63.31175599795339
3,3,21.03,6.243,6.657,17.778,5.401,4.814,61.93233799300894
3,3,13.447,5.357,4.991,19.232,5.34,5.095,53.44721933336889
3,3,16.042,5.667,4.965,17.905,5.353,4.924,54.86556299729273
3,3,13.804,5.389,5.612,18.366,5.478,5.275,53.909208330878755
3,3,13.821,5.405,4.891,18.17,5.423,5.172,52.86523900455601
3,3,13.91,5.46,4.875,18.307,5.433,5.007,52.9838433333983
3,3,17.356,5.619,5.307,19.129,5.554,5.369,58.33582432993959
3,3,14.314,5.477,4.898,18.505,5.453,4.955,53.60595099894757
3,3,14.263,5.488,4.918,18.597,5.511,4.961,53.73836333698515
3,3,22.972,9.258,8.417,30.301,9.252,8.501,88.70800899967435
3,3,23.947,9.422,8.735,27.079,9.343,7.377,85.90498866396956
3,3,13.969,5.397,5.429,18.657,5.424,5.193,54.08746333220431
3,3,14.158,5.4,5.225,19.153,5.448,5.19,54.58147433819249
3,3,14.817,5.456,4.957,18.718,5.761,4.966,54.6784993299904
3,3,13.99,5.446,4.909,18.406,5.386,4.934,53.07445733827383
3,3,15.118,5.487,4.982,18.219,5.44,4.917,54.1722063353518
3,3,13.073,4.925,4.38,15.596,4.648,4.128,46.75448366955
3,3,14.299,5.424,5.056,18.118,5.425,7.137,55.46927467730711
3,3,13.726,5.407,5.062,18.214,5.375,5.051,52.84397033271186
3,3,14.175,5.405,4.93,19.205,5.414,4.953,54.08615466149058
3,3,13.824,5.417,4.997,18.19,5.418,5.332,53.18519433421898
3,3,13.949,5.44,4.981,19.098,5.427,4.984,53.88827833303367
3,3,14.022,5.46,5.06,18.495,5.441,4.977,53.468191670011336
3,3,14.129,5.465,4.929,18.468,5.461,4.945,53.40689066603469
3,3,14.225,5.492,4.977,18.812,5.514,4.952,53.97801133464478
3,3,13.682,5.331,4.913,17.847,5.36,4.978,52.11183999563218
3,3,13.61,5.377,5.169,18.758,5.424,5.116,53.45539833312311
3,3,14.156,5.359,5.126,18.702,5.399,5.421,54.143933330730455
3,3,14.553,5.396,4.999,18.334,5.403,5.336,54.019656331850754
3,3,14.469,5.424,5.188,18.876,5.392,5.323,54.679366665368434
3,3,14.646,5.568,5.821,20.199,5.437,5.334,57.005221333383815
3,3,14.336,5.455,5.289,20.075,5.429,5.583,56.169376002799254
3,3,15.833,6.249,5.013,19.182,5.658,4.93,56.883110332516175
3,3,13.994,5.433,5.063,18.603,5.474,5.844,54.41583400776532
3,3,13.903,5.457,5.04,18.62,5.475,5.303,53.80728233285481
3,3,14.148,5.54,5.166,18.996,5.548,5.224,54.6199679968898
3,3,14.073,5.437,5.007,18.758,5.537,5.14,53.963269331385774
3,3,13.954,5.434,5.016,18.42,5.425,4.916,53.1675336715125
3,3,14.0,5.523,4.917,18.902,5.447,4.972,53.763926993269706
3,3,14.174,5.503,4.969,18.559,5.475,4.906,53.588202329895765
3,3,14.275,5.465,5.135,18.615,5.512,4.951,53.959275998446785
3,3,13.493,5.392,4.938,22.145,5.486,4.989,56.44693633318336
3,3,13.682,5.455,4.961,19.1,5.417,5.023,53.64504733370268
3,3,13.732,5.446,4.926,17.902,5.399,5.233,52.63858466423699
3,3,14.081,5.384,4.919,18.72,5.442,5.036,53.586970660641484
3,3,14.159,5.395,5.098,18.36,5.444,5.138,53.60029766719284
3,3,14.535,5.463,4.952,18.608,5.436,4.941,53.93885899563126
3,3,14.397,5.475,4.957,18.552,5.476,4.959,53.821227338630706
3,3,14.239,5.503,4.989,18.602,5.505,4.919,53.76565566499873
3,3,14.352,5.361,4.888,20.394,7.565,4.953,57.52291165966501
3,3,13.477,5.373,4.889,18.276,5.98,5.221,53.22554700615001
3,3,13.658,5.427,4.954,19.245,5.415,5.004,53.685807665412234
3,3,13.752,5.388,4.925,18.159,5.418,5.141,52.7858313289471
3,3,14.417,5.435,4.921,18.275,5.44,5.141,53.61950666338089
3,3,13.964,5.442,4.887,18.475,5.454,4.9,53.126093664711036
3,3,14.908,5.482,4.89,18.468,5.429,4.954,54.132726999038525
3,3,14.244,5.495,4.887,18.515,5.492,4.905,53.52714333033267
3,3,13.574,5.374,4.959,18.567,6.156,5.104,53.739880665186014
3,3,13.662,5.361,4.908,18.124,5.401,5.041,52.48874765796548
3,3,14.299,5.392,4.909,17.988,5.393,5.138,53.106145331791296
3,3,13.937,5.387,4.897,18.508,5.415,5.258,53.38744133526537
3,3,14.279,5.469,7.349,30.885,9.405,8.545,75.93175066843591
3,3,17.265,5.86,4.903,18.373,5.469,4.924,56.79461666780602
3,3,14.148,5.432,4.927,18.682,5.462,4.978,53.62678966654736
3,3,14.961,5.457,4.912,16.966,5.052,4.461,51.80795333338513
3,3,14.228,5.4,4.946,19.186,6.003,5.004,54.772327994821055
3,3,13.805,5.381,5.118,18.773,5.443,5.132,53.65263767210611
3,3,14.065,5.392,5.184,18.139,5.407,4.972,53.16430799939553
3,3,13.852,5.405,4.927,18.238,5.444,5.282,53.12971300130205
3,3,13.997,5.455,4.951,18.851,5.433,5.11,53.801834998012055
3,3,14.498,5.645,4.945,19.594,5.46,5.097,55.24088899619528
3,3,14.244,5.511,4.928,18.716,5.501,5.064,53.966856336046476
3,3,14.319,5.512,4.959,18.204,5.477,4.834,53.308400000484355
3,3,13.602,5.359,5.01,19.978,5.767,4.973,54.66972800422809
3,3,13.834,5.379,4.948,21.473,5.459,8.666,59.76911500207885
3,3,17.964,5.404,4.926,18.026,5.463,4.979,56.76685066403782
3,3,13.786,5.398,4.978,18.517,5.437,4.914,53.03614332418268
3,3,14.233,5.567,5.166,18.318,5.759,5.028,54.08903000473705
3,3,14.305,5.438,4.949,18.352,5.478,4.919,53.44333933559634
3,3,14.108,5.424,4.973,18.746,5.505,5.039,53.79825766916231
3,3,14.286,5.504,4.86,17.635,5.397,4.438,52.12245333677856
3,3,13.767,5.347,5.153,18.006,5.547,5.063,52.886671003458716
3,3,13.512,5.387,4.945,18.812,5.49,5.994,54.14244133498869
3,3,13.628,5.397,5.035,18.03,5.4,5.005,52.49470433288176
3,3,13.88,5.414,5.096,18.375,5.476,4.92,53.16421400372443
3,3,14.579,5.474,4.935,18.391,5.411,5.166,53.96315799468236
3,3,21.285,9.447,8.397,25.626,9.321,4.944,79.01951233240348
3,3,14.134,5.468,4.911,18.547,5.434,4.96,53.45949633313769
3,3,14.236,5.465,4.876,17.363,5.229,4.523,51.69517466977898
3,3,20.665,5.359,5.017,17.801,5.389,5.055,59.29367100422193
3,3,14.155,5.727,4.974,18.924,5.484,4.964,54.24557466297605
3,3,14.049,5.392,6.275,30.681,9.282,8.668,74.33152533000491
3,3,18.343,9.268,5.138,18.868,5.668,5.709,63.004246334457996
3,3,14.276,5.834,5.109,20.299,6.341,5.129,57.00006466819711
3,3,15.217,5.729,5.57,19.636,6.195,5.055,57.37355633633949
3,3,14.621,5.666,5.134,18.58,5.534,5.003,54.545615328000466
3,3,13.929,5.24,4.528,16.267,5.011,4.329,49.31609999524274
3,3,13.774,5.953,4.989,18.175,5.359,5.079,53.35191099826868
3,3,13.706,5.404,5.058,18.1,5.45,5.028,52.74712733565441
3,3,13.762,5.384,5.095,18.046,5.396,4.965,52.65491600584937
3,3,13.875,5.416,5.123,18.265,5.434,4.977,53.0934273301682
3,3,13.909,5.433,4.916,18.886,5.482,4.977,53.61383666847056
3,3,14.031,5.455,4.925,18.439,5.455,4.932,53.24079400209788
3,3,14.07,5.454,4.929,18.599,5.453,4.975,53.48427666831412
3,3,14.22,5.478,4.907,18.011,5.453,4.705,52.77688266626986
3,3,14.497,5.721,4.959,18.244,5.355,5.226,54.00716365814636
3,3,18.664,5.443,5.017,18.826,5.393,4.965,58.307467000607474
3,3,14.097,5.448,5.119,18.159,5.404,5.203,53.434666328636624
3,3,13.781,5.363,4.911,18.11,5.411,4.92,52.49885100056417
3,3,14.197,5.632,4.959,18.518,5.414,5.344,54.066407666444626
3,3,14.005,5.446,4.938,18.259,5.417,4.923,52.99142267297915
3,3,14.271,5.48,4.954,19.35,5.479,4.935,54.47158499494738
3,3,13.332,5.405,4.43,15.954,4.861,4.146,48.1340579984438
3,3,13.483,5.388,4.94,19.068,5.386,5.011,53.276834334004285
3,3,15.729,5.486,4.915,17.928,5.362,5.279,54.71547366929978
3,3,13.704,5.412,4.919,17.991,5.377,4.963,52.36792966752546
3,3,14.262,5.399,4.915,18.113,5.436,4.943,53.07282600309311
3,3,14.213,5.45,4.913,18.308,5.47,4.931,53.286432668149544
3,3,13.925,5.427,4.99,18.223,5.429,4.946,52.95026433789947
3,3,14.141,5.46,5.136,18.534,5.464,4.919,53.66117532806432
3,3,13.192,5.155,4.404,15.862,4.732,4.082,47.43136299900167
3,3,14.019,5.428,4.938,18.105,5.404,5.142,53.04011866125317
3,3,14.948,5.44,4.915,18.693,5.336,5.136,54.46973799189436
3,3,13.64,5.407,4.94,17.991,5.395,5.059,52.43656033781008
3,3,14.375,5.386,4.966,18.145,5.393,5.353,53.62190033459531
3,3,13.859,5.449,4.914,18.193,5.427,4.942,52.78578032690954
3,3,14.082,5.436,4.891,18.419,5.429,4.873,53.13173200314244
3,3,14.111,5.469,4.949,18.416,5.485,4.906,53.3412269942346
3,3,13.777,5.38,4.598,16.753,4.932,4.407,49.849429667422854
3,3,13.448,5.35,7.162,23.082,9.438,4.932,63.40919100572742
3,3,14.756,5.393,4.905,18.097,5.411,5.019,53.589397003330916
3,3,13.579,5.316,5.093,18.373,5.406,4.994,52.75995366173447
3,3,21.082,9.353,8.54,25.657,9.318,5.293,79.23962700200113
3,3,13.956,5.432,4.906,18.237,5.444,4.916,52.89247566543054
3,3,13.82,5.524,4.91,18.415,5.471,4.943,53.08510166408572
3,3,13.504,5.392,4.416,16.045,4.879,4.146,48.386500999185955
3,3,11.608,4.57,4.128,15.368,4.503,4.106,44.28918432919697
3,3,13.365,5.367,5.072,17.794,5.377,4.998,51.97499733670459
3,3,13.543,5.337,4.901,17.895,5.374,5.053,52.10712633925141
3,3,13.75,5.416,4.902,18.581,5.4,4.956,53.00663599458252
3,3,14.472,5.4,4.891,18.885,5.773,5.073,54.50374433470036
3,3,14.185,5.489,5.062,18.405,5.46,5.017,53.6324599973644
3,3,14.777,5.452,4.967,18.621,5.48,4.968,54.27025866689898
3,3,14.285,5.585,5.01,18.411,5.606,4.828,53.728129006534196
3,3,13.186,5.205,4.482,16.002,5.006,4.125,48.010537666414166
3,3,13.783,5.359,4.998,18.23,5.365,5.015,52.7558083316156
3,3,14.585,5.406,4.998,18.255,5.407,5.594,54.25436700534192
3,3,14.696,5.437,4.911,18.318,5.406,4.934,53.6999696669227
3,3,13.787,5.425,4.936,18.198,5.407,4.966,52.729330003785435
3,3,13.88,5.427,4.921,18.171,5.406,4.922,52.74772366707718
3,3,14.245,5.471,4.871,18.319,5.444,4.903,53.27049333088023
3,3,13.991,5.466,4.687,16.327,4.934,4.332,49.743404997570906
3,3,11.789,4.57,4.134,15.332,4.545,4.159,44.53317300067283
3,3,13.97,5.371,5.152,21.752,5.375,5.984,57.60316833645144
3,3,23.721,9.305,8.414,23.318,9.376,4.999,79.12951666367007
3,3,14.369,5.443,5.036,19.325,5.39,5.44,55.00765666632408
3,3,13.805,5.41,5.36,19.912,5.535,5.387,55.41186199479853
3,3,14.319,5.443,4.927,18.205,5.473,4.983,53.33141633066892
3,3,14.632,5.442,4.886,17.395,5.231,4.604,52.18965234113663
3,3,12.573,4.92,4.412,15.184,4.5,4.139,45.73165334174216
3,3,11.748,4.541,4.094,15.301,4.489,4.18,44.358715663596136
3,3,14.95,5.349,4.966,18.554,5.375,5.797,54.9951459991765
3,3,13.735,5.405,5.122,18.464,5.419,5.004,53.15003600359584
3,3,14.012,5.401,4.934,18.149,5.39,5.041,52.92810366154299
3,3,13.864,5.4,5.103,18.238,5.446,4.948,53.00447600287346
3,3,13.825,5.434,4.941,18.289,5.43,4.937,52.85863500103005
3,3,14.36,5.425,4.9,17.531,5.461,4.512,52.19208466951386
3,3,12.362,4.91,4.114,15.446,4.55,4.121,45.5112286642058
3,3,11.853,4.5,4.407,15.004,4.462,4.059,44.294310659703726
3,3,14.156,5.376,4.895,18.703,5.366,5.293,53.800045665411744
3,3,13.863,5.35,4.987,18.105,5.344,5.28,52.95139199855233
3,3,14.086,5.385,5.24,18.634,5.797,5.098,54.25983632934124
3,3,14.25,5.452,4.953,18.166,5.414,4.932,53.17177000324591
3,3,13.978,5.451,4.978,18.373,5.466,5.071,53.322825668146834
3,3,13.951,5.502,4.887,17.857,5.404,4.722,52.32693365906016
3,3,12.845,4.977,4.421,15.484,4.811,4.158,46.70231933293205
3,3,11.885,4.567,4.077,15.391,4.571,4.097,44.59819267018854
3,3,13.395,5.355,5.151,17.703,5.352,5.062,52.03024066455934
3,3,13.571,5.374,4.918,17.882,5.377,5.152,52.277530667197425
3,3,13.687,5.495,4.906,18.313,5.447,5.084,52.92676034150645
3,3,14.485,5.461,4.994,18.321,5.471,4.979,53.71619200256343
3,3,14.409,5.469,4.939,18.675,5.465,5.259,54.21483432534539
3,3,14.008,5.514,4.914,17.884,5.441,4.694,52.46181633386489
3,3,12.843,5.042,4.418,15.929,5.023,4.153,47.421033009110644
3,3,11.902,4.511,4.098,15.271,4.412,4.07,44.27473000032478
